"ELEMENT_GLOBAL_ID","SUBNATION_ID","D_CURR_PRESENCE_ABSENCE_ID","D_DIST_CONFIDENCE_ID"
946825,48,1,1
947912,18,1,1
947926,18,1,1
947941,18,1,1
947962,59,1,1
948011,44,1,1
948011,59,1,1
948179,18,1,1
948589,63,1,1
950084,41,1,1
952013,29,1,1
686550,59,1,1
687488,18,1,1
685766,49,1,1
690090,36,1,1
683171,44,1,1
689415,61,3,5
687699,33,1,1
687699,61,1,1
689371,59,1,1
683545,52,1,1
689293,18,1,1
685642,44,1,1
690057,61,3,5
683800,6,1,1
689020,59,1,1
689020,40,1,1
687909,18,1,1
687909,59,1,1
684936,59,1,1
683405,8,1,1
685753,33,1,1
685753,36,1,1
685753,49,1,1
687121,8,1,1
688062,56,1,1
687319,33,1,1
688717,18,1,1
688717,60,1,1
686980,44,1,1
687134,56,1,1
690092,8,1,1
690092,39,1,1
684901,39,1,1
684901,43,1,1
688854,8,1,1
686763,39,1,1
688439,44,1,1
687865,6,1,1
687865,52,1,1
686940,40,1,1
684970,39,1,1
689673,51,1,1
687328,39,1,1
683388,18,1,1
683388,33,1,1
685892,80,3,5
685892,52,1,1
683535,8,1,1
683535,18,3,5
686648,39,1,1
686648,40,1,1
686648,52,1,1
686648,377,1,1
685994,52,1,1
686098,56,3,5
687083,8,1,1
686654,40,1,1
686448,40,1,1
685901,18,1,1
687588,60,1,1
684561,33,1,1
683654,56,1,1
686732,59,1,1
687651,33,1,1
687651,60,1,1
683439,18,1,1
689329,40,1,1
687472,7,1,1
683215,33,1,1
688786,44,1,1
688786,56,1,1
689570,52,1,1
689570,59,1,1
686260,59,1,1
686370,8,1,1
685418,44,1,1
689345,59,1,1
685160,18,1,1
685160,33,1,1
685160,60,1,1
686400,8,1,1
686400,39,1,1
686400,61,3,5
689177,52,1,1
687862,8,1,1
687862,18,1,1
687208,18,1,1
687208,52,1,1
688471,59,1,1
683551,59,1,1
683551,7,1,1
683474,52,1,1
685344,40,3,5
683328,59,1,1
684537,44,1,1
683428,59,1,1
685547,18,1,1
683429,33,1,1
683429,44,1,1
689382,52,1,1
685548,59,1,1
685548,52,1,1
688546,59,1,1
687555,44,1,1
687743,40,3,5
683152,7,3,5
683152,8,1,1
683236,52,1,1
685319,52,1,1
686091,44,1,1
689548,8,1,1
688313,18,1,1
689451,59,1,1
687185,18,1,1
684019,18,1,1
684321,18,1,1
685718,52,3,5
688791,7,3,5
688791,56,1,1
686888,59,1,1
688793,52,3,5
686256,7,1,1
687021,39,1,1
684434,44,1,1
685558,44,1,1
685558,7,1,1
685558,40,1,1
684602,7,3,5
685223,6,1,1
685223,7,1,1
685223,51,1,1
685520,44,1,1
686436,44,1,1
688648,56,1,1
688549,8,1,1
688219,40,1,1
683310,18,1,1
688438,56,1,1
688381,56,1,1
687363,39,1,1
685215,33,1,1
688997,49,1,1
683208,43,3,5
1125859,62,1,1
1125859,70,1,1
690053,59,1,1
690053,49,1,1
683115,8,1,1
1315503,7,1,1
686165,80,3,5
687417,49,1,1
683644,44,3,1
683644,18,3,1
683645,381,1,1
687665,18,1,1
685032,18,1,1
689323,40,1,1
689987,7,1,1
689987,8,1,1
689987,56,1,1
688208,33,1,1
684078,33,1,1
686020,40,3,5
686395,44,1,1
689597,18,1,1
687484,44,1,1
686913,56,1,1
683355,44,1,1
684524,18,1,1
685680,51,1,1
683739,49,1,1
684905,49,1,1
688824,59,1,1
688824,33,1,1
689201,59,1,1
686945,44,1,1
686945,56,1,1
683180,8,1,1
684132,33,1,1
688382,18,3,5
686166,381,3,5
683543,18,1,1
689049,44,3,5
689047,33,1,1
685051,18,1,1
685640,60,3,5
688145,8,1,1
688145,39,1,1
686159,56,1,1
684961,379,3,5
686577,381,1,1
686577,39,1,1
687158,39,1,1
688701,8,1,1
687300,39,1,1
683772,8,1,1
684625,44,1,1
684625,33,1,1
